text	span
Tips:Cut 2 to 3 thin coconut flakes & add hot water, it will become alkaline water, drink every day, it is good for anyone. Hot Coconut water releases an anti-cancer substance, which is the latest advance in the effective treatment of cancer in the medical field. flakes=à®¤à¯à®°à¯à®µà®²à¯	Hot Coconut water releases an anti-cancer substance, which is the latest advance in the effective treatment of cancer in the medical field.
Two simple cures of cancer: 1) grind fresh turmeric root and consume the juice two spoons twice a day for one month and see magical results. 2) consume half a glass of Indian cow’s urine every day for two months and see magical results. Thousands of patients have been cured by using this remedy and third stage cancer is also cured using this remedy	simple cures of cancer: 1) grind fresh turmeric root and consume the juice two spoons twice a
"We have decided to build houses for Hindus in Kashmir with the proceeds from the film ""The Kashmir Files"": Vivek Ranjan Agnihotri, Director of The Kashmir Pel Cinema"	"decided to build houses for Hindus in Kashmir with the proceeds from the film ""The Kashmir Files"": Vivek Ranjan Agnihotri, Director of The Kashmir Pel Cinema"
Must watch: Whatâ€™s the meaning of Corona virus in Latin?	Whatâ€™s the meaning of Corona virus in Latin?
It's none of our business; it is China's business what laws it passes; so please a little self-restraint. I devised a visa rubber stamp that stamps most of the South China Sea and parts of North Borneo as our national territory and no one has complained. I forgot to include Guam.	It's none of our business; it is China's business what laws it passes; so please a
Confirmed by Stormy Daniels who had a birdâ€™s eye view.	Confirmed by Stormy Daniels who had a
Nancy Pelosi’s 4th Husband Files for Divorce: ‘I just Can’t Take It Anymore’	Nancy Pelosi’s 4th Husband Files for Divorce:
The United States was supposed to be in Syria for 30 days, that was many years ago. We stayed and got deeper and deeper into battle with no aim in sight. When I arrived in Washington, ISIS was running rampant in the area. We quickly defeated 100% of the ISIS Caliphate,.....	Washington, ISIS was running rampant in the area.
It's the flu nasal spray that's causing strep A For those that needed a little extra help	It's the flu nasal spray that's causing strep A For those that
The man from TamilNadu who gave the death threat to the High Court judge who gave the Hijab verdict. He is currently at the custody of Karnataka Police!	The man from TamilNadu who gave the death threat to the High Court judge who gave the Hijab verdict. He is currently at the custody of Karnataka Police!
This is the same news reporter. This was taken at the same time on two different News program on the the same day and time, and talking about the same story. They play with our minds everyday. Clearly dude is an actor. He an actor for the CIA. Research and read Operation Mockingbird and Operation Northwoods.	He an actor for the CIA. Research and read Operation Mockingbird and Operation Northwoods.
"Manchin on the filibuster. Says it's been ""The tradition of the Senate here in 232 years now..we need to be very cautious what we do..That's what we've always had for 232 years. That's what makes us different than any place else in the world."	"it's been ""The tradition of the Senate here in 232 years now..we need to be very cautious what we do..That's what we've always had for 232 years. That's what makes us different than any place else in the world."
Second nominee pulls out of Biden judicial appointment in the same month	Second nominee pulls out of Biden judicial appointment in the same
Landslide Victory In Gujarat. Scene From One Of The Strong Rooms In That State Bhavnagar Constituency.	Landslide Victory In Gujarat. Scene From One Of The Strong Rooms In That State Bhavnagar Constituency.
Testing kits in the UK supplied by China are contaminated with coronavirus!	Testing kits in the UK supplied by China are contaminated with coronavirus!
The Central govt is so broke, they're taking money from the farmers to give to their crony capitalist friends. #à¤•à¤¿à¤¸à¤¾à¤¨_à¤•à¥€_à¤•à¤®à¤¾à¤ˆ_BJP_à¤¨à¥‡_à¤‰à¤¡à¤¼à¤¾à¤ˆ	The Central govt is so broke, they're taking money from the farmers to give to their crony
Grand welcome of @RahulGandhi ji' #BharatJodoYatra by the crowd in Rajasthan... #BharatJodoYatra	Grand welcome of @RahulGandhi ji' #BharatJodoYatra by the crowd in Rajasthan...
Here's something interesting about #RambhaktGopal's Jewar Public School. The school, though affiliated with CBSe, doesn't have any students enrolled in class IX and X. They also do not have any section as per CBSE website. How did @ANI obtain the marksheet?	@ANI obtain the marksheet?
Naw, surely it's some weird kind of coincidence, right? I mean, really, it is. Right???! Reposted from @_katie_hopkins_ A	Reposted from @_katie_hopkins_ A
The new UK PM performing his spiritual/traditional rituals before entering his new office. We have largely abandoned ours.	The new UK PM performing his spiritual/traditional rituals before entering his new office. We have largely abandoned ours.
Those whose claims for protection are rejected will either be offered the chance to stay in Rwanda or return to their home country – they will not return to the UK once their claims have been decided by Rwanda	they will not return to the UK once their claims have been decided by Rwanda
"1942!!! Written by C.S. LEWIS!! “How did you manage to bring so many souls to hell?"" The old devil answered: ""I instilled fear in them!"" Asked the youngster: ""And what were they afraid of? Wars? Hunger?"" “No, they were afraid of the disease!"" From this youngster: ""Does this mean they didn't get sick? Are they not actually dead? Was there no rescue for them? I don’t understand.” The old devil answered: ""They believed the only thing they had to keep, at any cost, was their lives. They stopped hugging or greeting each other. They've moved away from each other. They gave up all social contacts and everything that was human! Later they ran out of money, lost their jobs. But that was their choice, because they were afraid for their lives. That’s why they quit their jobs without even having bread. They believed blindly everything they heard and read in the papers. They gave up their freedoms. They didn't leave their own homes, literally they didn’t go anywhere. They stopped visiting family and friends. The world turned into a concentration camp, without forcing any of them into captivity. They accepted everything!!! Just to live at least one more miserable day. And in so living, they died every day!!! And that's how it was very easy for me to take their miserable souls to hell..... ′′ C.S. Lewis - 1942"	They believed blindly everything they heard and read in the papers.
🤯You should try this if you can’t sleep at night!! #myweekendplan #tips #hack #sleep #lettuce	should try this if you can’t sleep at night!! #myweekendplan #tips #hack #sleep #lettuce
“Can people just stop getting tested? You do realise You are adding to the problem and taking us into a 2nd phase shutdown? You are giving the GV the numbers of cases and powers to take us into a winter lockdown? Just stop the testing and this will disappear overnight! If you are well enough to get yourself to a testing centre then you're absolutely fine, stay at home for 2 weeks just to be safe, eat well and take your vitamins and then crack on! You don't need to wear a positive covid test like a badge of honour for absolute no reason do you?? You think spring/summer lockers was bad? Wait until its dark more than it is light, no garden to enjoy because its cold and rainy, no festivities to look forward to, no christmas markets or shopping, no taking the kids to see Father Christmas? Plus your standard normal winter illnesses to throw in the mix!! More people will die of suicide than EVER before! Our elderly will die sooner than they should because they will be restricted to their usual things that keep them sane, like community groups? We need social interaction to thrive and stay healthy and i dont need no paid off scientist to do research to tell me that!!! End this now!!!!!”	Plus your standard normal winter illnesses to throw in the mix!! More people will die of suicide than EVER before! Our elderly will die sooner than they should because they will be restricted to their usual things that keep them sane, like community groups?
