text	label_text
the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student -- where 's pauly shore as the rocket scientist ?	negative
wise and deadpan humorous .	positive
twenty-three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style finally has failed him .	negative
boring and meandering .	very negative
while certainly more naturalistic than its australian counterpart , amari 's film falls short in building the drama of lilia 's journey .	negative
make chan 's action sequences boring .	negative
simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn .	negative
proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	negative
but its storytelling prowess and special effects are both listless .	negative
an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -lrb- or turntablism -rrb- in particular .	very positive
screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite .	positive
but if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .	neutral
-lrb- ramsay -rrb- visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor .	very positive
works as pretty contagious fun .	very positive
in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	positive
a dark , dull thriller with a parting shot that misfires .	neutral
... liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .	negative
if there was ever a movie where the upbeat ending feels like a copout , this is the one .	negative
... the cast portrays their cartoon counterparts well ... but quite frankly , scoob and shag do n't eat enough during the film . '	negative
the sheer dumbness of the plot -lrb- other than its one good idea -rrb- and the movie 's inescapable air of sleaziness get you down .	very negative
those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .	positive
provides a very moving and revelatory footnote to the holocaust .	very positive
... there is enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .	positive
raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .	very positive
if you saw benigni 's pinocchio at a public park , you 'd grab your kids and run and then probably call the police .	negative
it is dark , brooding and slow , and takes its central idea way too seriously .	very negative
