tokens	pos_tags	chunk_tags	ner_tags	text	tags
['SAN', 'FRANCISCO', '1', 'Philadelphia', '0']	[22, 22, 11, 22, 11]	[11, 12, 12, 12, 12]	[3, 4, 0, 3, 0]	SAN FRANCISCO 1 Philadelphia 0	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'O']
"['Malawi', ""'s"", 'frail', 'former', 'president', ',', 'Kamuzu', 'Banda', ',', 'said', 'on', 'Saturday', 'in', 'a', 'rare', 'public', 'interview', 'that', 'he', 'was', 'feeling', 'well', 'despite', 'his', 'advanced', 'years', '.']"	[22, 27, 16, 16, 21, 6, 22, 22, 6, 38, 15, 22, 15, 12, 16, 16, 21, 15, 28, 38, 39, 30, 15, 29, 16, 24, 7]	[11, 11, 12, 12, 12, 0, 11, 12, 0, 21, 13, 11, 13, 11, 12, 12, 12, 17, 11, 21, 22, 3, 13, 11, 12, 12, 0]	[5, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Malawi's frail former president, Kamuzu Banda, said on Saturday in a rare public interview that he was feeling well despite his advanced years.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Indonesian', 'department', 'store', 'operator', 'PT', 'Matahari', 'Putra', 'Prima', 'said', 'on', 'Tuesday', 'that', 'it', 'had', 'revised', 'down', 'its', '1996', 'net', 'profit', 'target', '.']	[16, 21, 21, 21, 22, 22, 22, 22, 38, 15, 22, 15, 28, 38, 40, 33, 29, 11, 16, 21, 21, 7]	[11, 12, 12, 12, 12, 12, 12, 12, 21, 13, 11, 17, 11, 21, 11, 15, 11, 12, 12, 12, 12, 0]	[7, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Indonesian department store operator PT Matahari Putra Prima said on Tuesday that it had revised down its 1996 net profit target.	['B-MISC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Heerenveen', '2', 'Ajax', 'Amsterdam', '0']	[22, 22, 22, 22, 11]	[11, 12, 12, 12, 12]	[3, 0, 3, 4, 0]	Heerenveen 2 Ajax Amsterdam 0	['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']
"['Just', 'like', 'many', 'other', 'companies', 'on', 'the', 'bourse', ',', 'Cofinec', 'has', 'big', 'growth', 'opportunities', '.', '""']"	[30, 15, 16, 16, 24, 15, 12, 16, 6, 16, 42, 16, 21, 24, 7, 0]	[3, 13, 11, 12, 12, 13, 11, 12, 12, 12, 21, 11, 12, 12, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]	"Just like many other companies on the bourse, Cofinec has big growth opportunities . """	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
['Stuttgart', '2', 'Werder', 'Bremen', '1']	[37, 11, 22, 22, 11]	[21, 11, 12, 12, 12]	[3, 0, 3, 4, 0]	Stuttgart 2 Werder Bremen 1	['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']
['CHICAGO', '10', 'Toronto', '9', '(', '10', ')']	[22, 11, 22, 11, 4, 11, 5]	[11, 12, 12, 12, 0, 11, 0]	[3, 0, 3, 0, 0, 0, 0]	CHICAGO 10 Toronto 9 (10)	['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O']
['Overnight', 'swap', 'was', 'at', '0.45', '/', '0.48', 'and', 'tom', '/', 'next', 'at', '0.50', '/', '0.55', '.']	[21, 21, 38, 15, 11, 34, 11, 10, 21, 34, 16, 15, 11, 34, 11, 7]	[11, 12, 21, 13, 11, 0, 11, 0, 11, 0, 11, 13, 11, 0, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Overnight swap was at 0.45 / 0.48 and tom / next at 0.50 / 0.55.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Chelsea', '3', '2', '1', '0', '3', '0', '7']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Chelsea 3 2 1 0 3 0 7	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Florida', 'cop', 'disguised', 'as', 'shrub', 'nabs', 'bad', 'guys', '.']	[22, 21, 40, 15, 21, 24, 16, 24, 7]	[11, 12, 21, 13, 11, 12, 11, 12, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0]	Florida cop disguised as shrub nabs bad guys.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['PITTSBURGH', '55', '74', '.426', '13', '1/2']	[24, 11, 11, 11, 11, 11]	[11, 12, 11, 12, 12, 12]	[3, 0, 0, 0, 0, 0]	PITTSBURGH 55 74 .426 13 1/2	['B-ORG', 'O', 'O', 'O', 'O', 'O']
['The', 'rival', 'Kurdistan', 'Democratic', 'Party', '(', 'KDP', ')', ',', 'which', 'accuses', 'Iran', 'of', 'supporting', 'the', 'PUK', ',', 'said', 'on', 'Thursday', 'that', 'its', 'forces', 'had', 'halted', 'an', 'Iranian-backed', 'attack', 'by', 'thousands', 'of', 'PUK', 'fighters', '.']	[12, 16, 22, 22, 22, 4, 22, 5, 6, 43, 42, 22, 15, 39, 12, 22, 6, 38, 15, 22, 15, 29, 24, 38, 40, 12, 16, 21, 15, 24, 15, 22, 24, 7]	[11, 12, 12, 12, 12, 0, 11, 0, 0, 11, 21, 11, 13, 21, 11, 12, 0, 21, 13, 11, 17, 11, 12, 21, 22, 11, 12, 12, 13, 11, 13, 11, 12, 0]	[0, 0, 3, 4, 4, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]	The rival Kurdistan Democratic Party (KDP), which accuses Iran of supporting the PUK, said on Thursday that its forces had halted an Iranian-backed attack by thousands of PUK fighters.	['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']
['Waqar', 'Younis', '4-95', ')', '.']	[22, 22, 11, 5, 7]	[11, 12, 12, 0, 0]	[1, 2, 0, 0, 0]	Waqar Younis 4-95).	['B-PER', 'I-PER', 'O', 'O', 'O']
"['For', 'the', 'foreign', 'powers', 'which', 'back', 'last', 'year', ""'s"", 'Dayton', 'peace', 'agreement', ',', 'the', 'main', 'point', 'of', 'the', 'election', 'rules', 'is', 'that', 'by', 'voting', 'as', 'though', 'they', 'were', 'still', 'in', 'their', 'pre-war', 'homes', ',', 'Bosnians', 'should', 'override', 'the', 'effects', 'of', 'ethnic', 'cleansing', 'and', 'reassert', 'the', 'concept', 'of', 'a', 'single', 'multi-ethnic', 'state', '.']"	[15, 12, 16, 24, 43, 41, 16, 21, 27, 22, 21, 21, 6, 12, 16, 21, 15, 12, 21, 24, 42, 15, 15, 21, 15, 15, 28, 38, 30, 15, 29, 16, 24, 6, 22, 20, 37, 12, 24, 15, 16, 39, 10, 21, 12, 21, 15, 12, 16, 16, 21, 7]	[13, 11, 12, 12, 11, 21, 11, 12, 11, 12, 12, 12, 0, 11, 12, 12, 13, 11, 12, 12, 21, 17, 13, 11, 17, 18, 11, 21, 3, 13, 11, 12, 12, 0, 11, 21, 22, 11, 12, 13, 11, 12, 12, 12, 11, 12, 13, 11, 12, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	For the foreign powers which back last year's Dayton peace agreement, the main point of the election rules is that by voting as though they were still in their pre-war homes, Bosnians should override the effects of ethnic cleansing and reassert the concept of a single multi-ethnic state.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Servette', '9', '2', '3', '4', '10', '12', '9']	[16, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Servette 9 2 3 4 10 12 9	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['1.', 'Isel', 'Lopez', '(', 'Cuba', ')', '61.36']	[11, 22, 22, 4, 22, 5, 11]	[11, 12, 12, 0, 11, 0, 11]	[0, 1, 2, 0, 5, 0, 0]	1. Isel Lopez (Cuba) 61.36	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']
['Politehnica', 'Timisoara', '4', '2', '1', '1', '11', '9', '7']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Politehnica Timisoara 4 2 1 1 11 9 7	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Santos', '3', '1', '1', '1', '3', '3', '4']	[24, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Santos 3 1 1 1 3 3 4	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Oppenheimer', 'Capital', 'LP', 'said', 'on', 'Thursday', 'it', 'will', 'review', 'its', 'cash', 'distribution', 'rate', 'for', 'the', 'October', 'quarterly', 'distribution', ',', 'assuming', 'continued', 'favorable', 'results', '.']	[22, 22, 22, 38, 15, 22, 28, 20, 37, 29, 21, 21, 21, 15, 12, 22, 16, 21, 6, 39, 40, 16, 24, 7]	[11, 12, 12, 21, 13, 11, 11, 21, 22, 11, 12, 12, 12, 13, 11, 12, 12, 12, 0, 21, 11, 12, 12, 0]	[3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Oppenheimer Capital LP said on Thursday it will review its cash distribution rate for the October quarterly distribution, assuming continued favorable results.	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['DETROIT', '47', '84', '.359', '27', '1/2']	[39, 11, 11, 11, 11, 11]	[21, 11, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0]	DETROIT 47 84 .359 27 1/2	['B-ORG', 'O', 'O', 'O', 'O', 'O']
['Justice', 'Minister', 'Stefaan', 'De', 'Clerck', 'has', 'admitted', 'that', 'mistakes', 'were', 'made', 'and', 'ordered', 'an', 'inquiry', 'at', 'the', 'same', 'time', 'as', 'stressing', 'there', 'were', 'no', 'indications', 'of', 'a', 'cover-up', '.']	[22, 22, 22, 22, 22, 42, 40, 15, 24, 38, 40, 10, 38, 12, 21, 15, 12, 16, 21, 15, 39, 30, 38, 12, 24, 15, 12, 21, 7]	[11, 12, 12, 12, 12, 21, 22, 17, 11, 21, 22, 0, 21, 11, 12, 13, 11, 12, 12, 13, 21, 3, 21, 11, 12, 13, 11, 12, 0]	[3, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Justice Minister Stefaan De Clerck has admitted that mistakes were made and ordered an inquiry at the same time as stressing there were no indications of a cover-up.	['B-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'French-registered', 'packaging', 'materials', 'company', ',', 'which', 'floated', 'its', 'shares', 'in', 'Hungary', 'in', 'July', ',', 'for', 'most', 'of', 'the', 'past', 'two', 'weeks', 'hovered', 'below', 'the', '6,425', 'forints', '/', 'Global', 'Depositary', 'Receipts', 'price', 'of', 'its', 'initial', 'offering', ',', 'which', 'was', 'oversubscribed', '.']	[12, 16, 21, 24, 21, 6, 43, 38, 29, 24, 15, 22, 15, 22, 6, 15, 18, 15, 12, 16, 11, 24, 40, 15, 12, 11, 24, 34, 22, 22, 23, 21, 15, 29, 16, 21, 6, 43, 38, 40, 7]	[11, 12, 12, 12, 12, 0, 11, 21, 11, 12, 13, 11, 13, 11, 0, 13, 11, 13, 11, 12, 12, 12, 21, 13, 11, 12, 12, 0, 11, 12, 12, 12, 13, 11, 12, 12, 0, 11, 21, 22, 0]	[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The French-registered packaging materials company, which floated its shares in Hungary in July, for most of the past two weeks hovered below the 6,425 forints / Global Depositary Receipts price of its initial offering, which was oversubscribed.	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Lotte', '4', 'Hyundai', '0']	[22, 11, 22, 11]	[11, 12, 12, 12]	[3, 0, 3, 0]	Lotte 4 Hyundai 0	['B-ORG', 'O', 'B-ORG', 'O']
['TEGUCIGALPA', '1996-08-26']	[22, 11]	[11, 12]	[5, 0]	TEGUCIGALPA 1996-08-26	['B-LOC', 'O']
['290', 'Tom', 'Watson', '79', '70', '68', '73']	[11, 22, 22, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12]	[0, 1, 2, 0, 0, 0, 0]	290 Tom Watson 79 70 68 73	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']
['Surrey', '128-4']	[22, 11]	[11, 12]	[3, 0]	Surrey 128-4	['B-ORG', 'O']
"['When', 'asked', 'specifically', 'if', 'he', 'was', 'suggesting', 'a', 'ban', 'on', 'cigarettes', ',', 'Dole', 'replied', ':', '""', 'Oh', 'no', '.']"	[46, 38, 30, 15, 28, 38, 39, 12, 21, 15, 24, 6, 22, 38, 8, 0, 36, 36, 7]	[3, 21, 3, 17, 11, 21, 22, 11, 12, 13, 11, 0, 11, 21, 0, 0, 7, 8, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	"When asked specifically if he was suggesting a ban on cigarettes, Dole replied: "" Oh no."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
['Boston', 'has', 'won', '15', 'of', 'its', 'last', '19', 'games', '.']	[22, 42, 40, 11, 15, 29, 16, 11, 24, 7]	[11, 21, 22, 11, 13, 11, 12, 12, 12, 0]	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Boston has won 15 of its last 19 games.	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['10.', 'Shiya', 'Takeishi', '(', 'Japan', ')', 'Kawasaki', '38:52.271']	[11, 22, 22, 4, 22, 5, 22, 22]	[11, 12, 12, 0, 0, 0, 11, 12]	[0, 1, 2, 0, 5, 0, 3, 0]	10. Shiya Takeishi (Japan) Kawasaki 38:52.271	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-ORG', 'O']
['Fidelis', 'Andria', '0', 'Juventus', '2']	[22, 22, 11, 24, 11]	[11, 12, 12, 12, 11]	[3, 4, 0, 3, 0]	Fidelis Andria 0 Juventus 2	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'O']
['R.', 'Dravid', 'not', 'out', '7']	[22, 22, 30, 15, 11]	[11, 12, 0, 13, 11]	[1, 2, 0, 0, 0]	R. Dravid not out 7	['B-PER', 'I-PER', 'O', 'O', 'O']
['JAKARTA', '1996-08-27']	[22, 11]	[11, 12]	[5, 0]	JAKARTA 1996-08-27	['B-LOC', 'O']
"['Jordan', 'has', 'accused', 'Iraq', 'and', 'a', 'local', 'pro-Baghdad', 'party', 'for', 'the', 'country', ""'s"", 'worst', 'unrest', 'in', 'seven', 'years', 'which', 'erupted', 'after', 'it', 'almost', 'doubled', 'the', 'prices', 'of', 'bread', 'last', 'week', 'under', 'radical', 'economic', 'reforms', 'agreed', 'with', 'the', 'International', 'Monetary', 'Fund', '.']"	[22, 42, 40, 22, 10, 12, 16, 16, 21, 15, 12, 21, 27, 18, 21, 15, 11, 24, 43, 38, 15, 28, 30, 38, 12, 24, 15, 21, 16, 21, 15, 16, 16, 24, 38, 15, 12, 22, 22, 22, 7]	[11, 21, 22, 11, 0, 11, 12, 12, 12, 13, 11, 12, 11, 12, 12, 13, 11, 12, 11, 21, 13, 11, 3, 21, 11, 12, 13, 11, 11, 12, 13, 11, 12, 12, 21, 13, 11, 12, 12, 12, 0]	[5, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]	Jordan has accused Iraq and a local pro-Baghdad party for the country's worst unrest in seven years which erupted after it almost doubled the prices of bread last week under radical economic reforms agreed with the International Monetary Fund.	['B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']
['Hanson', '(', '11-15', ')', 'allowed', 'three', 'hits', ',', 'walked', 'three', 'and', 'struck', 'out', 'four', 'to', 'snap', 'a', 'personal', 'three-game', 'losing', 'streak', '.']	[22, 4, 11, 5, 38, 11, 24, 6, 38, 11, 10, 38, 33, 11, 35, 37, 12, 16, 16, 21, 21, 7]	[11, 0, 11, 0, 21, 11, 12, 0, 21, 11, 0, 21, 15, 11, 21, 22, 11, 12, 12, 12, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Hanson (11-15) allowed three hits, walked three and struck out four to snap a personal three-game losing streak.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Note', ':', '77', 'players', 'to', 'complete', 'their', 'first', 'rounds', 'on', 'Thursday']	[21, 8, 11, 24, 35, 37, 29, 16, 24, 15, 22]	[21, 0, 11, 12, 21, 22, 11, 12, 12, 13, 11]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Note: 77 players to complete their first rounds on Thursday	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Inzamam-ul-Haq', ',', 'Salim', 'Malik', ',', 'Asif', 'Mujtaba', ',', 'Wasim', 'Akram', ',', 'Moin']	[22, 6, 22, 22, 6, 22, 22, 6, 22, 22, 6, 22]	[11, 0, 11, 12, 0, 11, 12, 0, 11, 12, 0, 11]	[1, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1]	Inzamam-ul-Haq, Salim Malik, Asif Mujtaba, Wasim Akram, Moin	['B-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER']
['But', 'he', 'warned', 'that', 'the', 'situation', 'was', 'not', 'as', 'ideal', 'in', 'central', 'and', 'southern', 'Texas', ',', 'where', 'mositure', 'levels', 'were', 'still', 'short', 'despite', 'the', 'rains', 'brought', 'by', 'Hurricane', 'Dolly', 'last', 'week', '.']	[10, 28, 38, 15, 12, 21, 38, 30, 30, 16, 15, 16, 10, 16, 22, 6, 46, 21, 24, 38, 30, 30, 15, 12, 24, 40, 15, 22, 22, 16, 21, 7]	[0, 11, 21, 17, 11, 12, 21, 0, 1, 2, 13, 11, 12, 12, 12, 0, 3, 11, 12, 21, 22, 22, 13, 11, 12, 21, 13, 11, 12, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0]	But he warned that the situation was not as ideal in central and southern Texas, where mositure levels were still short despite the rains brought by Hurricane Dolly last week.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']
['Luke', 'Jensen', 'and', 'Murphy', 'Jensen', '(', 'U.S.', ')', 'beat', 'Alexander', 'Volkov']	[22, 22, 10, 22, 22, 4, 22, 5, 37, 22, 22]	[11, 12, 12, 12, 12, 0, 11, 0, 21, 11, 12]	[1, 2, 0, 1, 2, 0, 5, 0, 0, 1, 2]	Luke Jensen and Murphy Jensen (U.S.) beat Alexander Volkov	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER']
['Mitsubishi', 'driver', 'Makinen', 'stopped', 'experienced', 'fellow', 'Finn', 'Juha', 'Kankkunen', 'in', 'his', 'tracks', 'on', 'the', 'final', 'day', 'of', 'the', '1,452-km', 'rally', ',', 'doubling', 'his', 'lead', 'on', 'the', 'first', 'two', 'decisive', 'stages', '.']	[22, 21, 22, 38, 40, 21, 22, 22, 22, 15, 29, 24, 15, 12, 16, 21, 15, 12, 16, 21, 6, 39, 29, 21, 15, 12, 16, 11, 16, 24, 7]	[11, 12, 11, 21, 1, 11, 12, 12, 12, 13, 11, 12, 13, 11, 12, 12, 13, 11, 12, 12, 0, 21, 11, 12, 13, 11, 12, 12, 12, 12, 0]	[3, 0, 1, 0, 0, 0, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Mitsubishi driver Makinen stopped experienced fellow Finn Juha Kankkunen in his tracks on the final day of the 1,452-km rally, doubling his lead on the first two decisive stages.	['B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Brady']	[22]	[11]	[1]	Brady	['B-PER']
['Roberto', 'Carretero', '(', 'Spain', ')', 'beat', 'Jordi', 'Burillo', '(', 'Spain', ')', '6-3', '4-6', '6-']	[22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 16, 16]	[11, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 12, 12]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0]	Roberto Carretero (Spain) beat Jordi Burillo (Spain) 6-3 4-6 6-	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
['Elect', 'Res', 'Aug', '23', '41.0', '35.0', '5.0', '11.0', '4.0']	[37, 23, 21, 11, 11, 11, 11, 11, 11]	[21, 11, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Elect Res Aug 23 41.0 35.0 5.0 11.0 4.0	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['JERUSALEM', '1996-08-25']	[40, 11]	[11, 12]	[5, 0]	JERUSALEM 1996-08-25	['B-LOC', 'O']
['Anza', 'is', 'only', '20', 'miles', '(', '30', 'km', ')', 'west', 'of', 'Medellin', ',', 'but', 'there', 'are', 'no', 'roads', 'linking', 'it', 'directly', 'to', 'the', 'city', '.']	[21, 42, 30, 11, 24, 4, 11, 21, 5, 21, 15, 22, 6, 10, 13, 41, 12, 24, 39, 28, 30, 35, 12, 21, 7]	[11, 21, 11, 12, 12, 0, 11, 12, 0, 11, 13, 11, 0, 0, 11, 21, 11, 12, 21, 11, 3, 13, 11, 12, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Anza is only 20 miles (30 km) west of Medellin, but there are no roads linking it directly to the city.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Sao', 'Paulo', 'state', ""'s"", 'debt', 'is', 'now', 'estimated', 'at', '19', 'billion', 'reais', '.']"	[22, 22, 21, 27, 21, 42, 30, 40, 15, 11, 11, 24, 7]	[11, 12, 12, 11, 12, 21, 22, 22, 13, 11, 12, 12, 0]	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Sao Paulo state's debt is now estimated at 19 billion reais.	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
